Elapsed time,ECG
0:09.748,-28
0:09.750,-29
0:09.752,-25
0:09.754,-23
0:09.756,-22
0:09.758,-24
0:09.760,-22
0:09.762,-25
0:09.764,-25
0:09.766,-25
0:09.768,-25
0:09.770,-27
0:09.772,-23
0:09.774,-24
0:09.776,-22
0:09.778,-20
0:09.780,-17
0:09.782,-21
0:09.784,-22
0:09.786,-25
0:09.788,-25
0:09.790,-25
0:09.792,-24
0:09.794,-19
0:09.796,-19
0:09.798,-18
0:09.800,-20
0:09.802,-21
0:09.804,-23
0:09.806,-23
0:09.808,-25
0:09.810,-26
0:09.812,-21
0:09.814,-20
0:09.816,-16
0:09.818,-18
0:09.820,-15
0:09.822,-20
0:09.824,-25
0:09.826,-24
0:09.828,-25
0:09.830,-26
0:09.832,-18
0:09.834,-19
0:09.836,-16
0:09.838,-14
0:09.840,-16
0:09.842,-18
0:09.844,-22
0:09.846,-23
0:09.848,-24
0:09.850,-22
0:09.852,-20
0:09.854,-20
0:09.856,-18
0:09.858,-16
0:09.860,-19
0:09.862,-21
0:09.864,-21
0:09.866,-25
0:09.868,-23
0:09.870,-22
0:09.872,-21
0:09.874,-20
0:09.876,-18
0:09.878,-19
0:09.880,-20
0:09.882,-23
0:09.884,-22
0:09.886,-21
0:09.888,-16
0:09.890,-15
0:09.892,-11
0:09.894,-9
0:09.896,-5
0:09.898,0
0:09.900,0
0:09.902,-1
0:09.904,-5
0:09.906,-2
0:09.908,-3
0:09.910,-5
0:09.912,1
0:09.914,3
0:09.916,4
0:09.918,7
0:09.920,7
0:09.922,3
0:09.924,1
0:09.926,-2
0:09.928,-2
0:09.930,3
0:09.932,6
0:09.934,7
0:09.936,7
0:09.938,8
0:09.940,4
0:09.942,2
0:09.944,1
0:09.946,1
0:09.948,2
0:09.950,2
0:09.952,5
0:09.954,6
0:09.956,9
0:09.958,11
0:09.960,10
0:09.962,6
0:09.964,2
0:09.966,2
0:09.968,1
0:09.970,1
0:09.972,5
0:09.974,8
0:09.976,10
0:09.978,7
0:09.980,5
0:09.982,4
0:09.984,2
0:09.986,3
0:09.988,3
0:09.990,3
0:09.992,6
0:09.994,4
0:09.996,7
0:09.998,8
0:10.000,5
0:10.002,4
0:10.004,4
0:10.006,0
0:10.008,1
0:10.010,1
0:10.012,6
0:10.014,6
0:10.016,6
0:10.018,7
0:10.020,3
0:10.022,-2
0:10.024,-3
0:10.026,-1
0:10.028,-1
0:10.030,2
0:10.032,3
0:10.034,7
0:10.036,7
0:10.038,8
0:10.040,5
0:10.042,3
0:10.044,2
0:10.046,2
0:10.048,4
0:10.050,6
0:10.052,8
0:10.054,9
0:10.056,11
0:10.058,10
0:10.060,9
0:10.062,6
0:10.064,4
0:10.066,5
0:10.068,8
0:10.070,10
0:10.072,15
0:10.074,18
0:10.076,20
0:10.078,19
0:10.080,16
0:10.082,15
0:10.084,9
0:10.086,8
0:10.088,8
0:10.090,11
0:10.092,14
0:10.094,14
0:10.096,16
0:10.098,15
0:10.100,10
0:10.102,5
0:10.104,2
0:10.106,-1
0:10.108,0
0:10.110,1
0:10.112,0
0:10.114,1
0:10.116,2
0:10.118,2
0:10.120,-4
0:10.122,-6
0:10.124,-8
0:10.126,-10
0:10.128,-10
0:10.130,-8
0:10.132,-10
0:10.134,-7
0:10.136,-7
0:10.138,-8
0:10.140,-9
0:10.142,-10
0:10.144,-12
0:10.146,-15
0:10.148,-15
0:10.150,-15
0:10.152,-13
0:10.154,-12
0:10.156,-10
0:10.158,-12
0:10.160,-13
0:10.162,-17
0:10.164,-17
0:10.166,-19
0:10.168,-18
0:10.170,-14
0:10.172,-15
0:10.174,-15
0:10.176,-14
0:10.178,-12
0:10.180,-14
0:10.182,-15
0:10.184,-18
0:10.186,-20
0:10.188,-17
0:10.190,-16
0:10.192,-17
0:10.194,-15
0:10.196,-15
0:10.198,-19
0:10.200,-24
0:10.202,-25
0:10.204,-29
0:10.206,-34
0:10.208,-31
0:10.210,-29
0:10.212,-23
0:10.214,-14
0:10.216,-1
0:10.218,12
0:10.220,16
0:10.222,27
0:10.224,43
0:10.226,57
0:10.228,82
0:10.230,110
0:10.232,130
0:10.234,137
0:10.236,135
0:10.238,123
0:10.240,107
0:10.242,88
0:10.244,66
0:10.246,46
0:10.248,21
0:10.250,-2
0:10.252,-26
0:10.254,-41
0:10.256,-45
0:10.258,-42
0:10.260,-39
0:10.262,-38
0:10.264,-33
0:10.266,-30
0:10.268,-24
0:10.270,-19
0:10.272,-16
0:10.274,-16
0:10.276,-15
0:10.278,-15
0:10.280,-21
0:10.282,-22
0:10.284,-23
0:10.286,-24
0:10.288,-20
0:10.290,-17
0:10.292,-17
0:10.294,-16
0:10.296,-17
0:10.298,-20
0:10.300,-21
0:10.302,-23
0:10.304,-23
0:10.306,-23
0:10.308,-21
0:10.310,-20
0:10.312,-19
0:10.314,-17
0:10.316,-15
0:10.318,-17
0:10.320,-20
0:10.322,-18
0:10.324,-21
0:10.326,-20
0:10.328,-18
0:10.330,-15
0:10.332,-13
0:10.334,-12
0:10.336,-13
0:10.338,-15
0:10.340,-18
0:10.342,-19
0:10.344,-19
0:10.346,-19
0:10.348,-16
0:10.350,-15
0:10.352,-15
0:10.354,-11
0:10.356,-11
0:10.358,-13
0:10.360,-15
0:10.362,-16
0:10.364,-17
0:10.366,-17
0:10.368,-11
0:10.370,-8
0:10.372,-10
0:10.374,-11
0:10.376,-10
0:10.378,-11
0:10.380,-13
0:10.382,-13
0:10.384,-12
0:10.386,-12
0:10.388,-7
0:10.390,-5
0:10.392,-6
0:10.394,-7
0:10.396,-8
0:10.398,-7
0:10.400,-5
0:10.402,-7
0:10.404,-8
0:10.406,-6
0:10.408,-5
0:10.410,-1
0:10.412,1
0:10.414,5
0:10.416,6
0:10.418,2
0:10.420,2
0:10.422,2
0:10.424,3
0:10.426,4
0:10.428,9
0:10.430,12
0:10.432,13
0:10.434,16
0:10.436,16
0:10.438,16
0:10.440,12
0:10.442,14
0:10.444,16
0:10.446,17
0:10.448,18
0:10.450,22
0:10.452,24
0:10.454,24
0:10.456,24
0:10.458,23
0:10.460,22
0:10.462,21
0:10.464,17
0:10.466,17
0:10.468,18
0:10.470,19
0:10.472,22
0:10.474,20
0:10.476,20
0:10.478,15
0:10.480,11
0:10.482,7
0:10.484,6
0:10.486,6
0:10.488,5
0:10.490,6
0:10.492,8
0:10.494,5
0:10.496,3
0:10.498,-4
0:10.500,-5
0:10.502,-10
0:10.504,-13
0:10.506,-13
0:10.508,-10
0:10.510,-8
0:10.512,-8
0:10.514,-9
0:10.516,-13
0:10.518,-18
0:10.520,-24
0:10.522,-22
0:10.524,-26
0:10.526,-27
0:10.528,-28
0:10.530,-28
0:10.532,-26
0:10.534,-22
0:10.536,-25
0:10.538,-28
0:10.540,-30
0:10.542,-30
0:10.544,-33
0:10.546,-30
0:10.548,-29
0:10.550,-29
0:10.552,-27
0:10.554,-25
0:10.556,-28
0:10.558,-31
0:10.560,-32
0:10.562,-34
0:10.564,-32
0:10.566,-33
0:10.568,-31
0:10.570,-29
0:10.572,-30
0:10.574,-24
0:10.576,-27
0:10.578,-26
0:10.580,-29
0:10.582,-32
0:10.584,-34
0:10.586,-31
0:10.588,-29
0:10.590,-27
0:10.592,-26
0:10.594,-23
0:10.596,-27
0:10.598,-30
0:10.600,-31
0:10.602,-32
0:10.604,-33
0:10.606,-29
0:10.608,-25
0:10.610,-23
0:10.612,-21
0:10.614,-20
0:10.616,-22
0:10.618,-25
0:10.620,-27
0:10.622,-33
0:10.624,-33
0:10.626,-30
0:10.628,-28
0:10.630,-29
0:10.632,-28
0:10.634,-27
0:10.636,-25
0:10.638,-29
0:10.640,-31
0:10.642,-30
0:10.644,-30
0:10.646,-28
0:10.648,-26
0:10.650,-25
0:10.652,-24
0:10.654,-23
0:10.656,-28
0:10.658,-27
0:10.660,-26
0:10.662,-31
0:10.664,-32
0:10.666,-31
0:10.668,-30
0:10.670,-29
0:10.672,-28
0:10.674,-26
0:10.676,-29
0:10.678,-29
0:10.680,-31
0:10.682,-32
0:10.684,-32
0:10.686,-30
0:10.688,-27
0:10.690,-26
0:10.692,-27
0:10.694,-29
0:10.696,-32
0:10.698,-33
0:10.700,-32
0:10.702,-34
0:10.704,-34
0:10.706,-31
0:10.708,-28
0:10.710,-26
0:10.712,-28
0:10.714,-30
0:10.716,-31
0:10.718,-32
0:10.720,-33
0:10.722,-36
0:10.724,-37
0:10.726,-33
0:10.728,-32
0:10.730,-31
0:10.732,-28
0:10.734,-29
0:10.736,-31
0:10.738,-34
0:10.740,-33
0:10.742,-36
0:10.744,-32
0:10.746,-31
0:10.748,-28
0:10.750,-29
0:10.752,-27
0:10.754,-32
0:10.756,-34
0:10.758,-38
0:10.760,-43
0:10.762,-42
0:10.764,-40
0:10.766,-34
0:10.768,-30
0:10.770,-28
0:10.772,-30
0:10.774,-31
0:10.776,-31
0:10.778,-36
0:10.780,-37
0:10.782,-38
0:10.784,-38
0:10.786,-35
0:10.788,-31
0:10.790,-30
0:10.792,-29
0:10.794,-30
0:10.796,-32
0:10.798,-33
0:10.800,-34
0:10.802,-32
0:10.804,-32
0:10.806,-30
0:10.808,-29
0:10.810,-27
0:10.812,-25
0:10.814,-28
0:10.816,-29
0:10.818,-30
0:10.820,-32
0:10.822,-34
0:10.824,-30
0:10.826,-27
0:10.828,-21
0:10.830,-20
0:10.832,-19
0:10.834,-18
0:10.836,-21
0:10.838,-25
0:10.840,-25
0:10.842,-25
0:10.844,-21
0:10.846,-18
0:10.848,-17
0:10.850,-22
0:10.852,-20
0:10.854,-23
0:10.856,-24
0:10.858,-27
0:10.860,-29
0:10.862,-31
0:10.864,-28
0:10.866,-28
0:10.868,-29
0:10.870,-31
0:10.872,-32
0:10.874,-35
0:10.876,-34
0:10.878,-36
0:10.880,-35
0:10.882,-35
0:10.884,-34
0:10.886,-34
0:10.888,-30
0:10.890,-31
0:10.892,-31
0:10.894,-32
0:10.896,-35
0:10.898,-36
0:10.900,-39
0:10.902,-39
0:10.904,-37
0:10.906,-36
0:10.908,-35
0:10.910,-33
0:10.912,-36
0:10.914,-39
0:10.916,-41
0:10.918,-40
0:10.920,-39
0:10.922,-41
0:10.924,-36
0:10.926,-34
0:10.928,-34
0:10.930,-33
0:10.932,-31
0:10.934,-36
0:10.936,-38
0:10.938,-42
0:10.940,-42
0:10.942,-42
0:10.944,-43
0:10.946,-37
0:10.948,-37
0:10.950,-34
0:10.952,-32
0:10.954,-32
0:10.956,-40
0:10.958,-47
0:10.960,-46
0:10.962,-49
0:10.964,-48
0:10.966,-49
0:10.968,-47
0:10.970,-41
0:10.972,-35
0:10.974,-32
0:10.976,-18
0:10.978,-6
0:10.980,1
0:10.982,16
0:10.984,39
0:10.986,61
0:10.988,87
0:10.990,103
0:10.992,104
0:10.994,101
0:10.996,88
0:10.998,77
0:11.000,62
0:11.002,43
0:11.004,25
0:11.006,7
0:11.008,-17
0:11.010,-36
0:11.012,-51
0:11.014,-60
0:11.016,-57
0:11.018,-57
0:11.020,-56
0:11.022,-53
0:11.024,-45
0:11.026,-40
0:11.028,-33
0:11.030,-30
0:11.032,-31
0:11.034,-31
0:11.036,-34
0:11.038,-37
0:11.040,-39
0:11.042,-35
0:11.044,-31
0:11.046,-31
0:11.048,-30
0:11.050,-31
0:11.052,-31
0:11.054,-34
0:11.056,-30
0:11.058,-29
0:11.060,-31
0:11.062,-31
0:11.064,-30
0:11.066,-28
0:11.068,-25
0:11.070,-21
0:11.072,-26
0:11.074,-30
0:11.076,-27
0:11.078,-30
0:11.080,-32
0:11.082,-30
0:11.084,-29
0:11.086,-25
0:11.088,-23
0:11.090,-21
0:11.092,-22
0:11.094,-22
0:11.096,-24
0:11.098,-27
0:11.100,-25
0:11.102,-23
0:11.104,-21
0:11.106,-22
0:11.108,-23
0:11.110,-22
0:11.112,-23
0:11.114,-26
0:11.116,-24
0:11.118,-24
0:11.120,-28
0:11.122,-28
0:11.124,-24
0:11.126,-21
0:11.128,-17
0:11.130,-17
0:11.132,-16
0:11.134,-17
0:11.136,-18
0:11.138,-20
0:11.140,-18
0:11.142,-19
0:11.144,-16
0:11.146,-13
0:11.148,-12
0:11.150,-7
0:11.152,-9
0:11.154,-12
0:11.156,-11
0:11.158,-10
0:11.160,-10
0:11.162,-8
0:11.164,-6
0:11.166,-4
0:11.168,-2
0:11.170,1
0:11.172,2
0:11.174,-4
0:11.176,-5
0:11.178,-3
0:11.180,-1
0:11.182,2
0:11.184,6
0:11.186,9
0:11.188,10
0:11.190,11
0:11.192,12
0:11.194,11
0:11.196,11
0:11.198,11
0:11.200,11
0:11.202,14
0:11.204,17
0:11.206,19
0:11.208,20
0:11.210,23
0:11.212,22
0:11.214,19
0:11.216,19
0:11.218,15
0:11.220,13
0:11.222,15
0:11.224,24
0:11.226,17
0:11.228,19
0:11.230,22
0:11.232,19
0:11.234,15
0:11.236,11
0:11.238,8
0:11.240,7
0:11.242,4
0:11.244,7
0:11.246,7
0:11.248,5
0:11.250,7
0:11.252,0
0:11.254,-6
0:11.256,-6
0:11.258,-7
0:11.260,-10
0:11.262,-14
0:11.264,-14
0:11.266,-14
0:11.268,-12
0:11.270,-15
0:11.272,-20
0:11.274,-22
0:11.276,-25
0:11.278,-29
0:11.280,-31
0:11.282,-31
0:11.284,-27
0:11.286,-27
0:11.288,-26
0:11.290,-23
0:11.292,-29
0:11.294,-29
0:11.296,-29
0:11.298,-33
0:11.300,-32
0:11.302,-30
0:11.304,-31
0:11.306,-28
0:11.308,-30
0:11.310,-30
0:11.312,-35
0:11.314,-34
0:11.316,-34
0:11.318,-34
0:11.320,-33
0:11.322,-33
0:11.324,-31
0:11.326,-31
0:11.328,-29
0:11.330,-29
0:11.332,-34
0:11.334,-32
0:11.336,-33
0:11.338,-33
0:11.340,-31
0:11.342,-30
0:11.344,-30
0:11.346,-27
0:11.348,-27
0:11.350,-27
0:11.352,-31
0:11.354,-34
0:11.356,-34
0:11.358,-31
0:11.360,-30
0:11.362,-30
0:11.364,-29
0:11.366,-28
0:11.368,-27
0:11.370,-30
0:11.372,-31
0:11.374,-33
0:11.376,-32
0:11.378,-33
0:11.380,-31
0:11.382,-30
0:11.384,-28
0:11.386,-26
0:11.388,-24
0:11.390,-27
0:11.392,-30
0:11.394,-31
0:11.396,-32
0:11.398,-32
0:11.400,-29
0:11.402,-29
0:11.404,-27
0:11.406,-27
0:11.408,-24
0:11.410,-27
0:11.412,-29
0:11.414,-28
0:11.416,-29
0:11.418,-32
0:11.420,-30
0:11.422,-29
0:11.424,-27
0:11.426,-27
0:11.428,-25
0:11.430,-28
0:11.432,-31
0:11.434,-30
0:11.436,-31
0:11.438,-33
0:11.440,-30
0:11.442,-30
0:11.444,-28
0:11.446,-28
0:11.448,-27
0:11.450,-28
0:11.452,-31
0:11.454,-33
0:11.456,-32
0:11.458,-36
0:11.460,-34
0:11.462,-32
0:11.464,-33
0:11.466,-26
0:11.468,-28
0:11.470,-29
0:11.472,-31
0:11.474,-31
0:11.476,-33
0:11.478,-34
0:11.480,-31
0:11.482,-29
0:11.484,-26
0:11.486,-26
0:11.488,-25
0:11.490,-29
0:11.492,-29
0:11.494,-28
0:11.496,-31
0:11.498,-32
0:11.500,-31
0:11.502,-31
0:11.504,-31
0:11.506,-27
0:11.508,-26
0:11.510,-29
0:11.512,-32
0:11.514,-33
0:11.516,-37
0:11.518,-37
0:11.520,-31
0:11.522,-31
0:11.524,-30
0:11.526,-27
0:11.528,-27
0:11.530,-27
0:11.532,-27
0:11.534,-28
0:11.536,-31
0:11.538,-30
0:11.540,-28
0:11.542,-25
0:11.544,-24
0:11.546,-24
0:11.548,-25
0:11.550,-29
0:11.552,-27
0:11.554,-30
0:11.556,-28
0:11.558,-31
0:11.560,-26
0:11.562,-25
0:11.564,-22
0:11.566,-19
0:11.568,-17
0:11.570,-20
0:11.572,-20
0:11.574,-21
0:11.576,-20
0:11.578,-21
0:11.580,-19
0:11.582,-16
0:11.584,-14
0:11.586,-14
0:11.588,-16
0:11.590,-18
0:11.592,-23
0:11.594,-27
0:11.596,-29
0:11.598,-31
0:11.600,-27
0:11.602,-26
0:11.604,-30
0:11.606,-28
0:11.608,-30
0:11.610,-31
0:11.612,-33
0:11.614,-34
0:11.616,-35
0:11.618,-35
0:11.620,-31
0:11.622,-30
0:11.624,-29
0:11.626,-31
0:11.628,-29
0:11.630,-33
0:11.632,-36
0:11.634,-34
0:11.636,-36
0:11.638,-35
0:11.640,-32
0:11.642,-32
0:11.644,-32
0:11.646,-31
0:11.648,-30
0:11.650,-32
0:11.652,-32
0:11.654,-28
0:11.656,-26
0:11.658,-22
0:11.660,-17
0:11.662,-15
0:11.664,-13
0:11.666,-11
0:11.668,-12
0:11.670,-13
0:11.672,-13
0:11.674,-14
0:11.676,-14
0:11.678,-10
0:11.680,-8
0:11.682,-6
0:11.684,-5
0:11.686,-5
0:11.688,-8
0:11.690,-9
0:11.692,-12
0:11.694,-15
0:11.696,-18
0:11.698,-14
0:11.700,-14
0:11.702,-14
0:11.704,-14
0:11.706,-8
0:11.708,1
0:11.710,6
0:11.712,14
0:11.714,22
0:11.716,30
0:11.718,40
0:11.720,55
0:11.722,74
0:11.724,97
0:11.726,116
0:11.728,122
0:11.730,114
0:11.732,101
0:11.734,88
0:11.736,76
0:11.738,68
0:11.740,57
0:11.742,40
0:11.744,15
0:11.746,-4
0:11.748,-22
0:11.750,-31
0:11.752,-30
0:11.754,-25
0:11.756,-22
0:11.758,-18
0:11.760,-10
0:11.762,-4
0:11.764,1
0:11.766,5
0:11.768,4
0:11.770,0
0:11.772,-2
0:11.774,-4
0:11.776,-2
0:11.778,0
0:11.780,0
0:11.782,0
0:11.784,0
0:11.786,-1
0:11.788,-2
0:11.790,-3
0:11.792,-1
0:11.794,-3
0:11.796,-1
0:11.798,1
0:11.800,1
0:11.802,4
0:11.804,6
0:11.806,8
0:11.808,3
0:11.810,-1
0:11.812,-3
0:11.814,-4
0:11.816,-3
0:11.818,0
0:11.820,4
0:11.822,4
0:11.824,7
0:11.826,7
0:11.828,4
0:11.830,2
0:11.832,1
0:11.834,0
0:11.836,0
0:11.838,5
0:11.840,8
0:11.842,5
0:11.844,8
0:11.846,11
0:11.848,6
0:11.850,4
0:11.852,5
0:11.854,3
0:11.856,2
0:11.858,2
0:11.860,5
0:11.862,6
0:11.864,8
0:11.866,9
0:11.868,8
0:11.870,6
0:11.872,4
0:11.874,5
0:11.876,5
0:11.878,7
0:11.880,11
0:11.882,13
0:11.884,14
0:11.886,13
0:11.888,11
0:11.890,8
0:11.892,9
0:11.894,10
0:11.896,9
0:11.898,12
0:11.900,13
0:11.902,14
0:11.904,17
0:11.906,18
0:11.908,16
0:11.910,14
0:11.912,14
0:11.914,15
0:11.916,17
0:11.918,20
0:11.920,23
0:11.922,24
0:11.924,26
0:11.926,29
0:11.928,26
0:11.930,23
0:11.932,23
0:11.934,22
0:11.936,22
0:11.938,26
0:11.940,28
0:11.942,32
0:11.944,34
0:11.946,34
0:11.948,30
0:11.950,25
0:11.952,26
0:11.954,25
0:11.956,28
0:11.958,29
0:11.960,29
0:11.962,27
0:11.964,28
0:11.966,26
0:11.968,22
0:11.970,20
0:11.972,16
0:11.974,11
0:11.976,14
0:11.978,17
0:11.980,16
0:11.982,12
0:11.984,15
0:11.986,12
0:11.988,10
0:11.990,8
0:11.992,3
0:11.994,-1
0:11.996,1
0:11.998,-2
0:12.000,-1
0:12.002,-3
0:12.004,-3
0:12.006,-6
0:12.008,-9
0:12.010,-8
0:12.012,-12
0:12.014,-14
0:12.016,-16
0:12.018,-15
0:12.020,-14
0:12.022,-13
0:12.024,-14
0:12.026,-14
0:12.028,-14
0:12.030,-17
0:12.032,-18
0:12.034,-21
0:12.036,-20
0:12.038,-21
0:12.040,-19
0:12.042,-15
0:12.044,-17
0:12.046,-20
0:12.048,-23
0:12.050,-24
0:12.052,-23
0:12.054,-26
0:12.056,-23
0:12.058,-21
0:12.060,-21
0:12.062,-19
0:12.064,-18
0:12.066,-22
0:12.068,-29
0:12.070,-25
0:12.072,-26
0:12.074,-27
0:12.076,-25
0:12.078,-24
0:12.080,-20
0:12.082,-16
0:12.084,-18
0:12.086,-22
0:12.088,-28
0:12.090,-26
0:12.092,-24
0:12.094,-27
0:12.096,-26
0:12.098,-23
0:12.100,-24
0:12.102,-23
0:12.104,-21
0:12.106,-25
0:12.108,-24
0:12.110,-23
0:12.112,-25
0:12.114,-29
0:12.116,-26
0:12.118,-24
0:12.120,-23
0:12.122,-19
0:12.124,-20
0:12.126,-23
0:12.128,-25
0:12.130,-26
0:12.132,-26
0:12.134,-27
0:12.136,-22
0:12.138,-20
0:12.140,-23
0:12.142,-22
0:12.144,-22
0:12.146,-24
0:12.148,-26
0:12.150,-26
0:12.152,-26
0:12.154,-30
0:12.156,-29
0:12.158,-20
0:12.160,-20
0:12.162,-19
0:12.164,-22
0:12.166,-26
0:12.168,-28
0:12.170,-30
0:12.172,-28
0:12.174,-30
0:12.176,-28
0:12.178,-27
0:12.180,-24
0:12.182,-23
0:12.184,-23
0:12.186,-23
0:12.188,-27
0:12.190,-30
0:12.192,-30
0:12.194,-33
0:12.196,-30
0:12.198,-29
0:12.200,-25
0:12.202,-25
0:12.204,-27
0:12.206,-31
0:12.208,-32
0:12.210,-32
0:12.212,-31
0:12.214,-32
0:12.216,-28
0:12.218,-26
0:12.220,-27
0:12.222,-24
0:12.224,-27
0:12.226,-31
0:12.228,-28
0:12.230,-29
0:12.232,-33
0:12.234,-32
0:12.236,-30
0:12.238,-28
0:12.240,-25
0:12.242,-28
0:12.244,-26
0:12.246,-30
0:12.248,-28
0:12.250,-28
0:12.252,-30
0:12.254,-28
0:12.256,-25
0:12.258,-24
0:12.260,-21
0:12.262,-19
0:12.264,-19
0:12.266,-24
0:12.268,-27
0:12.270,-27
0:12.272,-29
0:12.274,-29
0:12.276,-25
0:12.278,-22
0:12.280,-23
0:12.282,-18
0:12.284,-14
0:12.286,-19
0:12.288,-18
0:12.290,-19
0:12.292,-22
0:12.294,-19
0:12.296,-19
0:12.298,-17
0:12.300,-17
0:12.302,-14
0:12.304,-13
0:12.306,-19
0:12.308,-21
0:12.310,-24
0:12.312,-25
0:12.314,-22
0:12.316,-23
0:12.318,-22
0:12.320,-23
0:12.322,-27
0:12.324,-28
0:12.326,-30
0:12.328,-31
0:12.330,-34
0:12.332,-33
0:12.334,-29
0:12.336,-27
0:12.338,-29
0:12.340,-28
0:12.342,-26
0:12.344,-30
0:12.346,-34
0:12.348,-36
0:12.350,-39
0:12.352,-41
0:12.354,-37
0:12.356,-34
0:12.358,-30
0:12.360,-29
0:12.362,-32
0:12.364,-33
0:12.366,-34
0:12.368,-35
0:12.370,-38
0:12.372,-39
0:12.374,-37
0:12.376,-37
0:12.378,-34
0:12.380,-34
0:12.382,-33
0:12.384,-33
0:12.386,-36
0:12.388,-39
0:12.390,-38
0:12.392,-39
0:12.394,-37
0:12.396,-35
0:12.398,-34
0:12.400,-33
0:12.402,-33
0:12.404,-35
0:12.406,-36
0:12.408,-38
0:12.410,-40
0:12.412,-42
0:12.414,-38
0:12.416,-42
0:12.418,-43
0:12.420,-39
0:12.422,-41
0:12.424,-41
0:12.426,-36
0:12.428,-30
0:12.430,-22
0:12.432,-10
0:12.434,1
0:12.436,9
0:12.438,20
0:12.440,35
0:12.442,55
0:12.444,70
0:12.446,87
0:12.448,84
0:12.450,76
0:12.452,63
0:12.454,51
0:12.456,41
0:12.458,30
0:12.460,14
0:12.462,-4
0:12.464,-26
0:12.466,-46
0:12.468,-63
0:12.470,-66
0:12.472,-59
0:12.474,-52
0:12.476,-44
0:12.478,-38
0:12.480,-33
0:12.482,-34
0:12.484,-34
0:12.486,-34
0:12.488,-35
0:12.490,-35
0:12.492,-36
0:12.494,-31
0:12.496,-28
0:12.498,-27
0:12.500,-28
0:12.502,-32
0:12.504,-30
0:12.506,-32
0:12.508,-33
0:12.510,-34
0:12.512,-33
0:12.514,-30
0:12.516,-29
0:12.518,-27
0:12.520,-25
0:12.522,-26
0:12.524,-27
0:12.526,-31
0:12.528,-32
0:12.530,-33
0:12.532,-30
0:12.534,-28
0:12.536,-26
0:12.538,-25
0:12.540,-22
0:12.542,-22
0:12.544,-23
0:12.546,-28
0:12.548,-29
0:12.550,-28
0:12.552,-27
0:12.554,-25
0:12.556,-24
0:12.558,-24
0:12.560,-21
0:12.562,-22
0:12.564,-24
0:12.566,-24
0:12.568,-25
0:12.570,-24
0:12.572,-24
0:12.574,-23
0:12.576,-21
0:12.578,-18
0:12.580,-17
0:12.582,-19
0:12.584,-20
0:12.586,-19
0:12.588,-20
0:12.590,-21
0:12.592,-15
0:12.594,-16
0:12.596,-13
0:12.598,-13
0:12.600,-10
0:12.602,-13
0:12.604,-13
0:12.606,-14
0:12.608,-11
0:12.610,-15
0:12.612,-13
0:12.614,-11
0:12.616,-9
0:12.618,-8
0:12.620,-5
0:12.622,-5
0:12.624,-5
0:12.626,-5
0:12.628,-6
0:12.630,-5
0:12.632,-3
0:12.634,1
0:12.636,1
0:12.638,3
0:12.640,3
0:12.642,5
0:12.644,3
0:12.646,4
0:12.648,6
0:12.650,2
0:12.652,7
0:12.654,9
0:12.656,12
0:12.658,14
0:12.660,16
0:12.662,14
0:12.664,14
0:12.666,14
0:12.668,13
0:12.670,7
0:12.672,12
0:12.674,13
0:12.676,15
0:12.678,12
0:12.680,18
0:12.682,14
0:12.684,10
0:12.686,9
0:12.688,8
0:12.690,8
0:12.692,8
0:12.694,10
0:12.696,6
0:12.698,6
0:12.700,5
0:12.702,1
0:12.704,-5
0:12.706,-7
0:12.708,-9
0:12.710,-12
0:12.712,-13
0:12.714,-12
0:12.716,-14
0:12.718,-14
0:12.720,-13
0:12.722,-18
0:12.724,-21
0:12.726,-23
0:12.728,-25
0:12.730,-27
0:12.732,-26
0:12.734,-26
0:12.736,-25
0:12.738,-24
0:12.740,-25
0:12.742,-29
0:12.744,-29
0:12.746,-31
0:12.748,-32
0:12.750,-33
0:12.752,-32
0:12.754,-29
0:12.756,-28
0:12.758,-27
0:12.760,-27
0:12.762,-29
0:12.764,-30
0:12.766,-32
0:12.768,-34
0:12.770,-34
0:12.772,-31
0:12.774,-30
0:12.776,-28
0:12.778,-27
0:12.780,-28
0:12.782,-29
0:12.784,-33
0:12.786,-32
0:12.788,-33
0:12.790,-32
0:12.792,-30
0:12.794,-28
0:12.796,-28
0:12.798,-28
0:12.800,-29
0:12.802,-31
0:12.804,-34
0:12.806,-36
0:12.808,-36
0:12.810,-33
0:12.812,-31
0:12.814,-30
0:12.816,-26
0:12.818,-24
0:12.820,-28
0:12.822,-28
0:12.824,-27
0:12.826,-29
0:12.828,-31
0:12.830,-30
0:12.832,-30
0:12.834,-30
0:12.836,-30
0:12.838,-26
0:12.840,-27
0:12.842,-26
0:12.844,-30
0:12.846,-30
0:12.848,-28
0:12.850,-29
0:12.852,-25
0:12.854,-24
0:12.856,-24
0:12.858,-24
0:12.860,-26
0:12.862,-25
0:12.864,-28
0:12.866,-31
0:12.868,-30
0:12.870,-31
0:12.872,-26
0:12.874,-24
0:12.876,-22
0:12.878,-22
0:12.880,-26
0:12.882,-28
0:12.884,-30
0:12.886,-32
0:12.888,-32
0:12.890,-30
0:12.892,-29
0:12.894,-26
0:12.896,-24
0:12.898,-23
0:12.900,-26
0:12.902,-28
0:12.904,-30
0:12.906,-31
0:12.908,-31
0:12.910,-28
0:12.912,-28
0:12.914,-25
0:12.916,-20
0:12.918,-22
0:12.920,-26
0:12.922,-29
0:12.924,-31
0:12.926,-32
0:12.928,-33
0:12.930,-32
0:12.932,-30
0:12.934,-29
0:12.936,-25
0:12.938,-27
